Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type
524566,DB01018,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB06292,guanfacine,dapagliflozin,Unknown,Synergism
524582,DB00209,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB08897,trospium,aclidinium,Moderate,New Adverse
524713,DB00880,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09268,chlorothiazide,picosulfuric acid,Unknown,Synergism
524789,DB00620,the bioavailability of (.*) can be decreased when combined with (.*).,DB06724,triamcinolone,calcium carbonate,Unknown,Antagonism
524809,DB11921,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00412,deflazacort,rosiglitazone,Unknown,Synergism
524859,DB01234,the metabolism of (.*) can be decreased when combined with (.*).,DB00224,dexamethasone,indinavir,Moderate,Synergism
524878,DB01309,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00467,insulin glulisine,enoxacin,Unknown,Synergism
524946,DB01132,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01119,pioglitazone,diazoxide,Moderate,Antagonism
525115,DB00912,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00365,repaglinide,grepafloxacin,Major,Synergism
525148,DB00394,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00681,beclomethasone dipropionate,amphotericin b,Moderate,New Adverse
525186,DB11691,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00196,naldemedine,fluconazole,Moderate,Synergism
525228,DB00759,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,tetracycline,magaldrate,Moderate,Antagonism
525343,DB01319,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00501,fosamprenavir,cimetidine,Moderate,Antagonism
525595,DB04843,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11181,mepenzolate,homatropine,Moderate,New Adverse
525669,DB09049,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00468,naloxegol,quinine,Unknown,Synergism
525801,DB00738,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,pentamidine,insulin detemir,Moderate,Synergism
525929,DB09039,the metabolism of (.*) can be increased when combined with (.*).,DB00648,eliglustat,mitotane,Unknown,Antagonism
525982,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00951,semaglutide,isoniazid,Unknown,Antagonism
525990,DB00594,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB04824,amiloride,phenolphthalein,Moderate,Synergism
526112,DB11113,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01591,castor oil,solifenacin,Unknown,Antagonism
526268,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00295,propantheline,morphine,Moderate,New Adverse
526321,DB01015,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00047,sulfamethoxazole,insulin glargine,Moderate,Synergism
526336,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00951,dulaglutide,isoniazid,Moderate,Antagonism
526350,DB06655,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00218,liraglutide,moxifloxacin,Unknown,Synergism
526421,DB00911,the serum concentration of (.*) can be increased when it is combined with (.*).,DB12500,tinidazole,fedratinib,Moderate,Synergism
526423,DB01177,the metabolism of (.*) can be decreased when combined with (.*).,DB00904,idarubicin,ondansetron,Moderate,Synergism
526426,DB01233,the risk or severity of sedation can be increased when (.*) is combined with (.*).,DB00356,metoclopramide,chlorzoxazone,Moderate,New Adverse
526440,DB01589,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,quazepam,sibutramine,Moderate,Synergism
526475,DB01222,the metabolism of (.*) can be decreased when combined with (.*).,DB00622,budesonide,nicardipine,Unknown,Synergism
526493,DB00358,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00604,mefloquine,cisapride,Major,Synergism
526642,DB00795,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01099,sulfasalazine,flucytosine,Moderate,New Adverse
526645,DB00390,(.*) may increase the arrhythmogenic activities of (.*).,DB11093,digoxin,calcium citrate,Moderate,Synergism
526708,DB00904,the metabolism of (.*) can be decreased when combined with (.*).,DB00468,ondansetron,quinine,Moderate,Synergism
526842,DB09049,the serum concentration of (.*) can be increased when it is combined with (.*).,DB09065,naloxegol,cobicistat,Major,Synergism
526895,DB00620,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB01001,triamcinolone,salbutamol,Minor,Synergism
526927,DB00590,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,doxazosin,bupropion,Moderate,Synergism
526956,DB00828,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01233,fosfomycin,metoclopramide,Unknown,Antagonism
526961,DB09080,the metabolism of (.*) can be decreased when combined with (.*).,DB00197,olodaterol,troglitazone,Moderate,Synergism
527128,DB00030,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00603,insulin human,medroxyprogesterone acetate,Moderate,Antagonism
527142,DB01064,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00443,isoprenaline,betamethasone,Minor,Antagonism
527158,DB00839,the serum concentration of (.*) can be increased when it is combined with (.*).,DB08820,tolazamide,ivacaftor,Moderate,Synergism
527172,DB00412,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00903,rosiglitazone,etacrynic acid,Moderate,Antagonism
527185,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00864,pramlintide,tacrolimus,Moderate,Antagonism
527234,DB06655,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00467,liraglutide,enoxacin,Moderate,Synergism
527236,DB06777,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01039,chenodeoxycholic acid,fenofibrate,Unknown,Antagonism
527460,DB00795,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09074,sulfasalazine,olaparib,Moderate,New Adverse
527512,DB11921,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00197,deflazacort,troglitazone,Moderate,Synergism
527599,DB00916,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01165,metronidazole,ofloxacin,Unknown,Synergism
527852,DB00747,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB11859,scopolamine,brexanolone,Unknown,New Adverse
527884,DB00757,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01192,dolasetron,oxymorphone,Moderate,New Adverse
527904,DB00630,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11126,alendronic acid,calcium gluconate,Moderate,Antagonism
528172,DB09265,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00503,lixisenatide,ritonavir,Moderate,Antagonism
528186,DB09407,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00153,magnesium chloride,ergocalciferol,Moderate,Synergism
528241,DB13873,the risk or severity of myopathy and rhabdomyolysis can be increased when (.*) is combined with (.*).,DB00641,fenofibric acid,simvastatin,Major,Synergism
528252,DB00214,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01309,torasemide,insulin glulisine,Moderate,Synergism
528272,DB00512,the risk or severity of nephrotoxicity and hypocalcemia can be increased when (.*) is combined with (.*).,DB01077,vancomycin,etidronic acid,Moderate,New Adverse
528301,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00783,miglitol,estradiol,Unknown,Antagonism
528305,DB00798,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09268,gentamicin,picosulfuric acid,Unknown,Synergism
528306,DB00579,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00802,mazindol,alfentanil,Moderate,New Adverse
528353,DB00245,the risk or severity of tachycardia and drowsiness can be increased when (.*) is combined with (.*).,DB00470,benzatropine,dronabinol,Moderate,Synergism
528382,DB09472,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01591,sodium sulfate,solifenacin,Moderate,Antagonism
528402,DB11130,the metabolism of (.*) can be decreased when combined with (.*).,DB00195,opium,betaxolol,Unknown,Synergism
528404,DB13257,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01129,ferrous sulfate anhydrous,rabeprazole,Moderate,Antagonism
528415,DB00390,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01421,digoxin,paromomycin,Minor,Synergism
528491,DB00615,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,rifabutin,miconazole,Minor,Synergism
528630,DB01211,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00308,clarithromycin,ibutilide,Unknown,Synergism
528693,DB00771,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00802,clidinium,alfentanil,Unknown,New Adverse
528732,DB00244,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB14509,mesalazine,lithium carbonate,Moderate,Synergism
528740,DB09268,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00246,picosulfuric acid,ziprasidone,Major,Antagonism
528784,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01599,granisetron,probucol,Moderate,Synergism
528873,DB01067,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00608,glipizide,chloroquine,Unknown,Synergism
529009,DB00899,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01105,remifentanil,sibutramine,Major,Synergism
529017,DB00363,the risk or severity of constipation can be increased when (.*) is combined with (.*).,DB09272,clozapine,eluxadoline,Unknown,Synergism
529275,DB09237,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01110,levamlodipine,miconazole,Moderate,Synergism
529277,DB08826,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00258,deferiprone,calcium acetate,Unknown,Antagonism
529298,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB11640,levofloxacin,amifampridine,Moderate,Synergism
529319,DB00289,the metabolism of (.*) can be decreased when combined with (.*).,DB00604,atomoxetine,cisapride,Unknown,Synergism
529350,DB00757,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11642,dolasetron,pitolisant,Major,Antagonism
529371,DB06480,the serum concentration of (.*) can be increased when it is combined with (.*).,DB09039,prucalopride,eliglustat,Minor,Synergism
529400,DB00652,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00574,pentazocine,fenfluramine,Major,Synergism
529451,DB09481,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00186,magnesium carbonate,lorazepam,Minor,Synergism
529532,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00695,tolbutamide,furosemide,Moderate,Antagonism
529533,DB01247,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00046,isocarboxazid,insulin lispro,Unknown,Synergism
529534,DB00252,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00795,phenytoin,sulfasalazine,Moderate,Synergism
529569,DB01222,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00783,budesonide,estradiol,Moderate,Synergism
529628,DB00898,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,ethanol,dronabinol,Moderate,Synergism
529640,DB00800,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB06292,fenoldopam,dapagliflozin,Moderate,Synergism
529682,DB00377,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00215,palonosetron,citalopram,Unknown,Synergism
529837,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00788,streptomycin,naproxen,Moderate,Synergism
529864,DB00486,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00594,nabilone,amiloride,Moderate,New Adverse
529902,DB00458,the risk or severity of gastrointestinal ulceration can be increased when (.*) is combined with (.*).,DB00761,imipramine,potassium chloride,Major,New Adverse
529956,DB08907,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00312,canagliflozin,pentobarbital,Moderate,Antagonism
530069,DB00572,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00843,atropine,donepezil,Unknown,Antagonism
530071,DB00091,the metabolism of (.*) can be increased when combined with (.*).,DB08909,cyclosporine,glycerol phenylbutyrate,Unknown,Antagonism
530197,DB00904,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00363,ondansetron,clozapine,Major,Synergism
530204,DB01016,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB11796,glyburide,fostemsavir,Moderate,Synergism
530255,DB00771,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB15465,clidinium,benzhydrocodone,Unknown,New Adverse
530283,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00007,magnesium hydroxide,leuprolide,Moderate,Synergism
530285,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00850,glipizide,perphenazine,Moderate,Antagonism
530320,DB01609,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06723,deferasirox,aluminum hydroxide,Moderate,Antagonism
530420,DB00595,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09104,oxytetracycline,magnesium hydroxide,Moderate,Antagonism
530447,DB06724,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00436,calcium carbonate,bendroflumethiazide,Moderate,Synergism
530478,DB00572,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00295,atropine,morphine,Unknown,New Adverse
530575,DB00636,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01016,clofibrate,glyburide,Unknown,Synergism
530588,DB00443,the metabolism of (.*) can be decreased when combined with (.*).,DB00220,betamethasone,nelfinavir,Moderate,Synergism
530612,DB09472,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00715,sodium sulfate,paroxetine,Unknown,Antagonism
530632,DB00777,the risk or severity of gastrointestinal ulceration can be increased when (.*) is combined with (.*).,DB00761,propiomazine,potassium chloride,Unknown,New Adverse
530637,DB01095,"the risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when (.*) is combined with (.*).",DB01098,fluvastatin,rosuvastatin,Moderate,Synergism
530657,DB01098,the metabolism of (.*) can be decreased when combined with (.*).,DB01275,rosuvastatin,hydralazine,Moderate,Synergism
530712,DB00741,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00655,hydrocortisone,estrone,Unknown,Synergism
530731,DB00359,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01124,sulfadiazine,tolbutamide,Moderate,Synergism
530785,DB01175,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,escitalopram,aprepitant,Unknown,Synergism
530806,DB01016,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00627,glyburide,niacin,Moderate,Antagonism
530834,DB11110,the risk or severity of hypotension can be increased when (.*) is combined with (.*).,DB00653,magnesium citrate,magnesium sulfate,Unknown,Synergism
530859,DB01072,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00927,atazanavir,famotidine,Major,Antagonism
530876,DB00197,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,troglitazone,norfloxacin,Moderate,Synergism
530878,DB01242,the metabolism of (.*) can be decreased when combined with (.*).,DB00209,clomipramine,trospium,Moderate,Synergism
530951,DB01166,the metabolism of (.*) can be decreased when combined with (.*).,DB00574,cilostazol,fenfluramine,Unknown,Synergism
531016,DB00679,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09104,thioridazine,magnesium hydroxide,Moderate,Antagonism
531067,DB00349,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00338,clobazam,omeprazole,Moderate,Synergism
531098,DB00802,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,alfentanil,miconazole,Moderate,Synergism
531176,DB08882,the risk or severity of angioedema can be increased when (.*) is combined with (.*).,DB00584,linagliptin,enalapril,Moderate,Synergism
531177,DB01254,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,dasatinib,miconazole,Moderate,Synergism
531179,DB00741,the metabolism of (.*) can be decreased when combined with (.*).,DB08873,hydrocortisone,boceprevir,Moderate,Synergism
531288,DB00331,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00440,metformin,trimethoprim,Moderate,Synergism
531297,DB00540,(.*) may decrease the sedative activities of (.*).,DB00191,nortriptyline,phentermine,Unknown,Antagonism
531314,DB00620,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00030,triamcinolone,insulin human,Unknown,Synergism
531330,DB00209,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00376,trospium,trihexyphenidyl,Moderate,Synergism
531424,DB06448,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00501,lonafarnib,cimetidine,Major,Synergism
531552,DB01105,the risk or severity of hyponatremia can be increased when (.*) is combined with (.*).,DB00562,sibutramine,benzthiazide,Moderate,New Adverse
531556,DB08864,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00927,rilpivirine,famotidine,Unknown,Antagonism
531628,DB06480,the serum concentration of (.*) can be increased when it is combined with (.*).,DB08816,prucalopride,ticagrelor,Unknown,Synergism
531641,DB13879,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01234,glecaprevir,dexamethasone,Moderate,Synergism
531760,DB01344,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09104,tolevamer,magnesium hydroxide,Major,New Adverse
531933,DB00295,the metabolism of (.*) can be decreased when combined with (.*).,DB00343,morphine,diltiazem,Unknown,Synergism
531943,DB00046,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB11827,insulin lispro,ertugliflozin,Moderate,Synergism
532044,DB00921,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01191,buprenorphine,dexfenfluramine,Unknown,Synergism
532063,DB00912,the excretion of (.*) can be decreased when combined with (.*).,DB11936,repaglinide,bempedoic acid,Moderate,Synergism
532323,DB00626,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB00795,bacitracin,sulfasalazine,Moderate,Synergism
532370,DB08860,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00641,pitavastatin,simvastatin,Unknown,Synergism
532401,DB08907,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01395,canagliflozin,drospirenone,Moderate,Antagonism
532435,DB00668,(.*) may increase the hypertensive activities of (.*).,DB09241,epinephrine,methylene blue,Moderate,Synergism
532485,DB01254,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01234,dasatinib,dexamethasone,Major,Antagonism
532495,DB01254,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB05351,dasatinib,dexlansoprazole,Unknown,Antagonism
532550,DB00904,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01255,ondansetron,lisdexamfetamine,Moderate,Synergism
532683,DB00808,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00209,indapamide,trospium,Minor,Synergism
532721,DB04951,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,pirfenidone,cimetidine,Unknown,Synergism
532728,DB11943,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB13231,delafloxacin,calcium lactate,Unknown,Antagonism
532761,DB00222,the metabolism of (.*) can be decreased when combined with (.*).,DB06414,glimepiride,etravirine,Moderate,Synergism
532802,DB06335,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01224,saxagliptin,quetiapine,Moderate,Antagonism
532871,DB01156,the risk or severity of seizure can be increased when (.*) is combined with (.*).,DB01069,bupropion,promethazine,Major,Synergism
532916,DB00889,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01246,granisetron,alimemazine,Unknown,New Adverse
532941,DB01098,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB12026,rosuvastatin,voxilaprevir,Major,Synergism
532951,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00880,dulaglutide,chlorothiazide,Unknown,Antagonism
533025,DB06203,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06791,alogliptin,lanreotide,Unknown,Antagonism
533037,DB01098,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11901,rosuvastatin,apalutamide,Moderate,Antagonism
533055,DB00458,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00771,imipramine,clidinium,Moderate,New Adverse
533080,DB00486,the risk or severity of orthostatic hypotension and syncope can be increased when (.*) is combined with (.*).,DB00476,nabilone,duloxetine,Moderate,New Adverse
533126,DB00150,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,tryptophan,sibutramine,Major,New Adverse
533201,DB00912,the metabolism of (.*) can be decreased when combined with (.*).,DB00343,repaglinide,diltiazem,Moderate,Synergism
533230,DB01309,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00014,insulin glulisine,goserelin,Moderate,Antagonism
533316,DB01029,the metabolism of (.*) can be increased when combined with (.*).,DB00741,irbesartan,hydrocortisone,Moderate,Antagonism
533355,DB00412,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00503,rosiglitazone,ritonavir,Moderate,Synergism
533407,DB01098,the metabolism of (.*) can be decreased when combined with (.*).,DB00250,rosuvastatin,dapsone,Moderate,Synergism
533453,DB12455,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01377,omadacycline,magnesium oxide,Moderate,Antagonism
533553,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01224,miglitol,quetiapine,Moderate,Antagonism
533555,DB00581,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00363,lactulose,clozapine,Moderate,Antagonism
533568,DB01016,the metabolism of (.*) can be decreased when combined with (.*).,DB00472,glyburide,fluoxetine,Unknown,Synergism
533581,DB01234,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00286,dexamethasone,conjugated estrogens,Moderate,Synergism
533891,DB09102,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,daclatasvir,aprepitant,Moderate,Synergism
533910,DB00277,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,theophylline,cimetidine,Moderate,Synergism
533935,DB00628,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,clorazepic acid,clarithromycin,Moderate,Synergism
533996,DB01116,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00295,trimethaphan,morphine,Moderate,New Adverse
534144,DB00448,the metabolism of (.*) can be decreased when combined with (.*).,DB09063,lansoprazole,ceritinib,Moderate,Synergism
534184,DB00912,the metabolism of (.*) can be decreased when combined with (.*).,DB06595,repaglinide,midostaurin,Unknown,Synergism
534195,DB00424,(.*) may increase the anticholinergic activities of (.*).,DB06216,hyoscyamine,asenapine,Moderate,Synergism
534476,DB01053,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00759,benzylpenicillin,tetracycline,Unknown,Antagonism
534522,DB05109,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00916,trabectedin,metronidazole,Unknown,Synergism
534524,DB11691,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB11642,naldemedine,pitolisant,Moderate,Synergism
534526,DB00731,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00396,nateglinide,progesterone,Moderate,Antagonism
534581,DB00734,(.*) may increase the hypotensive activities of (.*).,DB00295,risperidone,morphine,Major,Synergism
534616,DB01253,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01211,ergometrine,clarithromycin,Major,Synergism
534671,DB00911,the metabolism of (.*) can be decreased when combined with (.*).,DB14019,tinidazole,fosnetupitant,Moderate,Synergism
534685,DB00344,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,protriptyline,sibutramine,Major,New Adverse
534718,DB00377,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00472,palonosetron,fluoxetine,Unknown,Synergism
534771,DB01238,the metabolism of (.*) can be decreased when combined with (.*).,DB01016,aripiprazole,glyburide,Moderate,Synergism
534776,DB00679,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,thioridazine,bupropion,Unknown,Synergism
534886,DB00999,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00757,hydrochlorothiazide,dolasetron,Major,Synergism
534927,DB00381,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB08907,amlodipine,canagliflozin,Moderate,New Adverse
534931,DB00619,(.*) may increase the dermatologic adverse activities of (.*).,DB00448,imatinib,lansoprazole,Moderate,Synergism
535112,DB00710,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB09104,ibandronate,magnesium hydroxide,Unknown,Antagonism
535119,DB00490,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,buspirone,glycerol phenylbutyrate,Moderate,Synergism
535170,DB00046,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06077,insulin lispro,lumateperone,Moderate,Antagonism
535223,DB01182,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,propafenone,glycerol phenylbutyrate,Moderate,Synergism
535307,DB01276,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00819,exenatide,acetazolamide,Unknown,Synergism
535492,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00252,semaglutide,phenytoin,Moderate,Antagonism
535533,DB00162,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00307,vitamin a,bexarotene,Unknown,New Adverse
535549,DB00887,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09268,bumetanide,picosulfuric acid,Moderate,Synergism
535602,DB00424,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00333,hyoscyamine,methadone,Moderate,New Adverse
535693,DB09156,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01250,iopromide,olsalazine,Major,Synergism
535722,DB00682,(.*) can cause an increase in the absorption of (.*) resulting in an increased serum concentration and potentially a worsening of adverse effects.,DB01276,warfarin,exenatide,Moderate,Synergism
535774,DB04834,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01172,rapacuronium,kanamycin,Major,Synergism
535857,DB00377,the metabolism of (.*) can be decreased when combined with (.*).,DB11837,palonosetron,osilodrostat,Moderate,Synergism
535871,DB00738,the metabolism of (.*) can be decreased when combined with (.*).,DB00338,pentamidine,omeprazole,Moderate,Synergism
535878,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00252,dulaglutide,phenytoin,Moderate,Antagonism
535932,DB00582,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01113,voriconazole,papaverine,Major,Synergism
536013,DB00674,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00904,galantamine,ondansetron,Moderate,Synergism
536126,DB00083,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01082,botulinum toxin type a,streptomycin,Major,Synergism
536134,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00864,glipizide,tacrolimus,Moderate,Antagonism
536242,DB00365,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,grepafloxacin,magnesium carbonate,Moderate,Antagonism
