Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type,Adverse_Effect
631486,DB09049,(.*) may increase the opioid antagonism activities of (.*).,DB01183,naloxegol,naloxone,Moderate,Synergism,Unknown
631499,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00502,magnesium hydroxide,haloperidol,Moderate,Synergism,Unknown
631508,DB08907,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00334,canagliflozin,olanzapine,Moderate,Antagonism,Unknown
631551,DB00424,(.*) may increase the anticholinergic activities of (.*).,DB01142,hyoscyamine,doxepin,Moderate,Synergism,Unknown
631557,DB01016,(.*) may increase the hypoglycemic activities of (.*).,DB00244,glyburide,mesalazine,Moderate,Synergism,Unknown
631603,DB00741,the bioavailability of (.*) can be decreased when combined with (.*).,DB01390,hydrocortisone,sodium bicarbonate,Minor,Antagonism,Unknown
631716,DB06706,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB13139,isometheptene,levosalbutamol,Moderate,Synergism,Unknown
631831,DB01098,the metabolism of (.*) can be decreased when combined with (.*).,DB00701,rosuvastatin,amprenavir,Major,Synergism,Unknown
631986,DB01220,the serum concentration of (.*) can be increased when it is combined with (.*).,DB09027,rifaximin,ledipasvir,Moderate,Synergism,Unknown
632006,DB12095,the serum concentration of (.*) can be increased when it is combined with (.*).,DB09039,telotristat ethyl,eliglustat,Moderate,Synergism,Unknown
632129,DB00795,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00939,sulfasalazine,meclofenamic acid,Moderate,Antagonism,Unknown
632176,DB00412,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB04946,rosiglitazone,iloperidone,Moderate,Antagonism,Unknown
632188,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00372,tolbutamide,thiethylperazine,Moderate,Antagonism,Unknown
632227,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00482,streptomycin,celecoxib,Moderate,Synergism,Unknown
632256,DB00491,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00839,miglitol,tolazamide,Moderate,Synergism,Unknown
632361,DB11315,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01151,methscopolamine,desipramine,Moderate,New Adverse,Adverse effects
632409,DB00661,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,verapamil,miconazole,Moderate,Synergism,Unknown
632418,DB00268,(.*) may increase the sedative activities of (.*).,DB00486,ropinirole,nabilone,Moderate,Synergism,Unknown
632419,DB09481,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00373,magnesium carbonate,timolol,Minor,Synergism,Unknown
632428,DB00370,(.*) may increase the serotonergic activities of (.*).,DB01191,mirtazapine,dexfenfluramine,Major,Synergism,Unknown
632501,DB01044,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09322,gatifloxacin,zinc sulfate,Moderate,Antagonism,Unknown
632520,DB08882,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01403,linagliptin,methotrimeprazine,Moderate,Antagonism,Unknown
632587,DB00222,the metabolism of (.*) can be decreased when combined with (.*).,DB00621,glimepiride,oxandrolone,Moderate,Synergism,Unknown
632668,DB01081,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01367,diphenoxylate,rasagiline,Moderate,New Adverse,CNS depression
632739,DB11110,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00908,magnesium citrate,quinidine,Moderate,Antagonism,Unknown
632820,DB00904,the metabolism of (.*) can be decreased when combined with (.*).,DB01015,ondansetron,sulfamethoxazole,Minor,Synergism,Unknown
633070,DB09564,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01044,insulin degludec,gatifloxacin,Major,Synergism,Unknown
633140,DB00642,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01060,pemetrexed,amoxicillin,Moderate,Synergism,Unknown
633148,DB01191,the metabolism of (.*) can be decreased when combined with (.*).,DB00503,dexfenfluramine,ritonavir,Moderate,Synergism,Unknown
633161,DB00295,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB06016,morphine,cariprazine,Major,New Adverse,CNS depression
633302,DB00912,the excretion of (.*) can be decreased when combined with (.*).,DB09054,repaglinide,idelalisib,Moderate,Synergism,Unknown
633393,DB01002,the metabolism of (.*) can be decreased when combined with (.*).,DB05990,levobupivacaine,obeticholic acid,Moderate,Synergism,Unknown
633525,DB09038,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00717,empagliflozin,norethisterone,Moderate,Antagonism,Unknown
633535,DB06655,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06216,liraglutide,asenapine,Moderate,Antagonism,Unknown
633605,DB00068,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00795,interferon beta-1b,sulfasalazine,Moderate,New Adverse,Adverse effects
633641,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00808,acarbose,indapamide,Moderate,Antagonism,Unknown
633652,DB01081,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00215,diphenoxylate,citalopram,Moderate,Synergism,Unknown
633671,DB14713,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01172,inotersen,kanamycin,Major,Synergism,Unknown
633685,DB01224,the metabolism of (.*) can be increased when combined with (.*).,DB09046,quetiapine,metreleptin,Moderate,Antagonism,Unknown
633805,DB01098,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB11575,rosuvastatin,grazoprevir,Major,Synergism,Unknown
633873,DB00176,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00030,fluvoxamine,insulin human,Moderate,Synergism,Unknown
633875,DB00741,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00199,hydrocortisone,erythromycin,Moderate,Synergism,Unknown
633889,DB01248,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00916,docetaxel,metronidazole,Moderate,Synergism,Unknown
634045,DB00315,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00757,zolmitriptan,dolasetron,Major,New Adverse,CNS depression
634093,DB00420,the risk or severity of constipation can be increased when (.*) is combined with (.*).,DB09272,promazine,eluxadoline,Moderate,Synergism,Unknown
634160,DB01023,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,felodipine,clarithromycin,Moderate,Synergism,Unknown
634180,DB00604,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00834,cisapride,mifepristone,Major,Synergism,Unknown
634200,DB00197,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01119,troglitazone,diazoxide,Moderate,Antagonism,Unknown
634422,DB04871,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00246,lorcaserin,ziprasidone,Moderate,Synergism,Unknown
634457,DB00672,the protein binding of (.*) can be decreased when combined with (.*).,DB00788,chlorpropamide,naproxen,Moderate,Synergism,Unknown
634628,DB00904,the metabolism of (.*) can be increased when combined with (.*).,DB00559,ondansetron,bosentan,Moderate,Antagonism,Unknown
634632,DB00333,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00574,methadone,fenfluramine,Moderate,New Adverse,Adverse effects
634744,DB00222,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00731,glimepiride,nateglinide,Moderate,Synergism,Unknown
634882,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB06589,eliglustat,pazopanib,Moderate,Synergism,Unknown
634994,DB00927,(.*) may decrease the sedative activities of (.*).,DB01255,famotidine,lisdexamfetamine,Moderate,Antagonism,Unknown
635073,DB00937,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00476,diethylpropion,duloxetine,Major,Synergism,Unknown
635134,DB15822,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01211,pralsetinib,clarithromycin,Major,Synergism,Unknown
635159,DB08864,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00338,rilpivirine,omeprazole,Major,Antagonism,Unknown
635191,DB08815,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,lurasidone,aprepitant,Major,Synergism,Unknown
635289,DB01124,the protein binding of (.*) can be decreased when combined with (.*).,DB00533,tolbutamide,rofecoxib,Moderate,Synergism,Unknown
635331,DB00734,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,risperidone,sibutramine,Moderate,New Adverse,Adverse effects
635403,DB00443,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11642,betamethasone,pitolisant,Moderate,Antagonism,Unknown
635418,DB00412,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00779,rosiglitazone,nalidixic acid,Moderate,Synergism,Unknown
635424,DB00802,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,alfentanil,aprepitant,Major,Synergism,Unknown
635493,DB06702,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,fesoterodine,miconazole,Moderate,Synergism,Unknown
635503,DB00377,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00899,palonosetron,remifentanil,Major,New Adverse,CNS depression
635542,DB01113,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01035,papaverine,procainamide,Major,Synergism,Unknown
635559,DB15685,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00448,selpercatinib,lansoprazole,Major,Antagonism,Unknown
635609,DB00524,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00424,metolazone,hyoscyamine,Minor,Synergism,Unknown
635669,DB00904,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB09063,ondansetron,ceritinib,Major,Synergism,Unknown
635678,DB06643,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00443,denosumab,betamethasone,Moderate,Synergism,Unknown
635814,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00279,insulin degludec,liothyronine,Moderate,Antagonism,Unknown
635894,DB00843,the metabolism of (.*) can be decreased when combined with (.*).,DB09039,donepezil,eliglustat,Minor,Synergism,Unknown
635930,DB12455,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00258,omadacycline,calcium acetate,Moderate,Antagonism,Unknown
636030,DB09265,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00334,lixisenatide,olanzapine,Moderate,Antagonism,Unknown
636089,DB09472,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00665,sodium sulfate,nilutamide,Moderate,Synergism,Unknown
636311,DB08882,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB04574,linagliptin,estrone sulfate,Moderate,Antagonism,Unknown
636408,DB01165,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11110,ofloxacin,magnesium citrate,Moderate,Antagonism,Unknown
636429,DB01113,(.*) may increase the orthostatic hypotensive activities of (.*).,DB00752,papaverine,tranylcypromine,Moderate,Synergism,Unknown
636435,DB00414,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00294,acetohexamide,etonogestrel,Moderate,Antagonism,Unknown
636452,DB09389,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01098,norgestrel,rosuvastatin,Minor,Synergism,Unknown
636528,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00310,pramlintide,chlorthalidone,Moderate,Antagonism,Unknown
636543,DB00911,the metabolism of (.*) can be increased when combined with (.*).,DB01201,tinidazole,rifapentine,Moderate,Antagonism,Unknown
636601,DB06119,the metabolism of (.*) can be decreased when combined with (.*).,DB00197,cenobamate,troglitazone,Moderate,Synergism,Unknown
636759,DB00829,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,diazepam,clarithromycin,Moderate,Synergism,Unknown
636802,DB00282,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00781,pamidronic acid,polymyxin b,Moderate,New Adverse,Adverse effects
636809,DB00839,(.*) may increase the hypoglycemic activities of (.*).,DB09045,tolazamide,dulaglutide,Moderate,Synergism,Unknown
636827,DB01222,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB08904,budesonide,certolizumab pegol,Major,Synergism,Unknown
637108,DB00889,(.*) may increase the qtc-prolonging activities of (.*).,DB09083,granisetron,ivabradine,Major,Synergism,Unknown
637162,DB00335,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,atenolol,cimetidine,Moderate,Synergism,Unknown
637363,DB11827,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00827,ertugliflozin,cinoxacin,Moderate,Synergism,Unknown
637396,DB00242,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00620,cladribine,triamcinolone,Major,New Adverse,Adverse effects
637517,DB00572,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01551,atropine,dihydrocodeine,Moderate,New Adverse,Adverse effects
637707,DB01167,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00585,itraconazole,nizatidine,Moderate,Antagonism,Unknown
637796,DB00222,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01278,glimepiride,pramlintide,Moderate,Synergism,Unknown
637826,DB00904,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB05316,ondansetron,pimavanserin,Moderate,Synergism,Unknown
637839,DB00652,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00889,pentazocine,granisetron,Major,New Adverse,CNS depression
637967,DB00641,the metabolism of (.*) can be decreased when combined with (.*).,DB00196,simvastatin,fluconazole,Major,Synergism,Unknown
638072,DB00839,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01015,tolazamide,sulfamethoxazole,Moderate,Synergism,Unknown
638166,DB00978,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09407,lomefloxacin,magnesium chloride,Moderate,Antagonism,Unknown
638319,DB13257,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00213,ferrous sulfate anhydrous,pantoprazole,Moderate,Antagonism,Unknown
638402,DB00911,the metabolism of (.*) can be decreased when combined with (.*).,DB06448,tinidazole,lonafarnib,Moderate,Synergism,Unknown
638558,DB01016,(.*) may decrease the hypoglycemic activities of (.*).,DB09100,glyburide,"thyroid, porcine",Moderate,Antagonism,Unknown
638566,DB01149,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,nefazodone,nabilone,Moderate,Synergism,Unknown
638607,DB05316,the metabolism of (.*) can be increased when combined with (.*).,DB01234,pimavanserin,dexamethasone,Moderate,Antagonism,Unknown
638628,DB06292,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09112,dapagliflozin,nitrous acid,Moderate,Synergism,Unknown
638792,DB01364,(.*) may increase the neuromuscular blocking activities of (.*).,DB00508,ephedrine,triflupromazine,Moderate,Synergism,Unknown
638798,DB09472,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00540,sodium sulfate,nortriptyline,Moderate,Antagonism,Unknown
638837,DB06655,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,liraglutide,norfloxacin,Moderate,Synergism,Unknown
638930,DB00565,(.*) may increase the neuromuscular blocking activities of (.*).,DB00254,cisatracurium,doxycycline,Moderate,Synergism,Unknown
638960,DB01132,(.*) may decrease the hypoglycemic activities of (.*).,DB01583,pioglitazone,liotrix,Moderate,Antagonism,Unknown
638973,DB00226,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00937,guanadrel,diethylpropion,Moderate,Antagonism,Unknown
639038,DB06603,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,panobinostat,clarithromycin,Major,Synergism,Unknown
639141,DB00222,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00451,glimepiride,levothyroxine,Moderate,Antagonism,Unknown
639152,DB00001,(.*) may increase the anticoagulant activities of (.*).,DB00945,lepirudin,acetylsalicylic acid,Moderate,Synergism,Unknown
639199,DB00279,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06724,liothyronine,calcium carbonate,Moderate,Antagonism,Unknown
639267,DB00620,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01261,triamcinolone,sitagliptin,Moderate,Synergism,Unknown
639309,DB00579,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00813,mazindol,fentanyl,Moderate,New Adverse,Adverse effects
639316,DB01113,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB08903,papaverine,bedaquiline,Major,Synergism,Unknown
639368,DB01137,(.*) may increase the neuroexcitatory activities of (.*).,DB00605,levofloxacin,sulindac,Moderate,Synergism,Unknown
639369,DB00673,the metabolism of (.*) can be decreased when combined with (.*).,DB01232,aprepitant,saquinavir,Moderate,Synergism,Unknown
639470,DB06335,the metabolism of (.*) can be decreased when combined with (.*).,DB01232,saxagliptin,saquinavir,Moderate,Synergism,Unknown
639508,DB01023,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11126,felodipine,calcium gluconate,Moderate,Antagonism,Unknown
639541,DB00802,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,alfentanil,dronabinol,Moderate,Synergism,Unknown
639590,DB00948,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00759,mezlocillin,tetracycline,Moderate,Antagonism,Unknown
639630,DB00091,the metabolism of (.*) can be increased when combined with (.*).,DB09046,cyclosporine,metreleptin,Moderate,Antagonism,Unknown
639647,DB01364,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00679,ephedrine,thioridazine,Moderate,Antagonism,Unknown
639727,DB00635,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00280,prednisone,disopyramide,Moderate,Synergism,Unknown
639828,DB00731,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00363,nateglinide,clozapine,Moderate,Synergism,Unknown
639848,DB09045,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01137,dulaglutide,levofloxacin,Moderate,Synergism,Unknown
639854,DB00203,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,sildenafil,clarithromycin,Major,Synergism,Unknown
639875,DB11110,the serum concentration of (.*) can be increased when it is combined with (.*).,DB06410,magnesium citrate,doxercalciferol,Moderate,Synergism,Unknown
640073,DB00635,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00939,prednisone,meclofenamic acid,Moderate,New Adverse,Gastrointestinal irritation
640083,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00880,tolbutamide,chlorothiazide,Moderate,Antagonism,Unknown
640109,DB00916,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00007,metronidazole,leuprolide,Minor,Synergism,Unknown
640214,DB01276,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00030,exenatide,insulin human,Moderate,Synergism,Unknown
640614,DB01191,the serum concentration of (.*) can be increased when it is combined with (.*).,DB08881,dexfenfluramine,vemurafenib,Moderate,Synergism,Unknown
640653,DB00412,the metabolism of (.*) can be decreased when combined with (.*).,DB00625,rosiglitazone,efavirenz,Moderate,Synergism,Unknown
640657,DB11732,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00574,lasmiditan,fenfluramine,Major,Synergism,Unknown
640673,DB00731,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00627,nateglinide,niacin,Moderate,Antagonism,Unknown
640924,DB00738,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00889,pentamidine,granisetron,Moderate,Synergism,Unknown
640985,DB01124,the protein binding of (.*) can be decreased when combined with (.*).,DB00500,tolbutamide,tolmetin,Moderate,Synergism,Unknown
641074,DB00816,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01364,orciprenaline,ephedrine,Moderate,Synergism,Unknown
641085,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB06288,granisetron,amisulpride,Major,Synergism,Unknown
641114,DB00275,(.*) may increase the hyperkalemic activities of (.*).,DB00761,olmesartan,potassium chloride,Major,Synergism,Unknown
641200,DB00491,(.*) may decrease the hypoglycemic activities of (.*).,DB09098,miglitol,somatrem,Moderate,Antagonism,Unknown
641249,DB11652,the metabolism of (.*) can be decreased when combined with (.*).,DB00635,tucatinib,prednisone,Moderate,Synergism,Unknown
641499,DB11130,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01037,opium,selegiline,Major,New Adverse,Adverse effects
641528,DB00443,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,betamethasone,aprepitant,Moderate,Synergism,Unknown
641534,DB00916,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB09078,metronidazole,lenvatinib,Minor,Synergism,Unknown
641614,DB00454,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00757,meperidine,dolasetron,Major,New Adverse,CNS depression
641624,DB11130,the risk or severity of constipation can be increased when (.*) is combined with (.*).,DB09272,opium,eluxadoline,Moderate,Synergism,Unknown
641673,DB05889,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01211,inotuzumab ozogamicin,clarithromycin,Moderate,Synergism,Unknown
641698,DB00321,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,amitriptyline,nabilone,Moderate,Synergism,Unknown
641819,DB12942,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00363,lactitol,clozapine,Moderate,Antagonism,Unknown
641868,DB00424,(.*) may increase the anticholinergic activities of (.*).,DB00726,hyoscyamine,trimipramine,Moderate,Synergism,Unknown
641900,DB00675,the metabolism of (.*) can be increased when combined with (.*).,DB01234,tamoxifen,dexamethasone,Moderate,Antagonism,Unknown
641903,DB01156,the risk or severity of seizure can be increased when (.*) is combined with (.*).,DB01151,bupropion,desipramine,Major,Synergism,Unknown
642026,DB01276,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00524,exenatide,metolazone,Moderate,Antagonism,Unknown
642060,DB00641,the serum concentration of (.*) can be increased when it is combined with (.*).,DB04855,simvastatin,dronedarone,Major,Synergism,Unknown
642170,DB00187,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00757,esmolol,dolasetron,Major,Synergism,Unknown
642248,DB06655,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06791,liraglutide,lanreotide,Moderate,Antagonism,Unknown
642394,DB01039,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00046,fenofibrate,insulin lispro,Moderate,Synergism,Unknown
642511,DB00798,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01014,gentamicin,balsalazide,Moderate,Synergism,Unknown
642687,DB00443,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00695,betamethasone,furosemide,Moderate,Synergism,Unknown
642762,DB01124,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00191,tolbutamide,phentermine,Moderate,Synergism,Unknown
642778,DB00564,the metabolism of (.*) can be increased when combined with (.*).,DB00443,carbamazepine,betamethasone,Moderate,Antagonism,Unknown
642788,DB00424,(.*) may increase the anticholinergic activities of (.*).,DB00737,hyoscyamine,meclizine,Moderate,Synergism,Unknown
642851,DB00420,the metabolism of (.*) can be decreased when combined with (.*).,DB08882,promazine,linagliptin,Moderate,Synergism,Unknown
642956,DB00404,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,alprazolam,cimetidine,Moderate,Synergism,Unknown
642982,DB00747,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00497,scopolamine,oxycodone,Moderate,Synergism,Unknown
643034,DB00860,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00903,prednisolone,etacrynic acid,Moderate,New Adverse,Hypokalemia
643096,DB01255,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00142,lisdexamfetamine,glutamic acid,Moderate,Antagonism,Unknown
643143,DB00924,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,cyclobenzaprine,aprepitant,Moderate,Synergism,Unknown
643182,DB06209,the serum concentration of the active metabolites of (.*) can be reduced when (.*) is used in combination with (.*) resulting in a loss in efficacy.,DB00295,prasugrel,morphine,Moderate,Antagonism,Unknown
643210,DB00731,the metabolism of (.*) can be decreased when combined with (.*).,DB01097,nateglinide,leflunomide,Moderate,Synergism,Unknown
643385,DB01233,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00503,metoclopramide,ritonavir,Moderate,Synergism,Unknown
643435,DB00679,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00771,thioridazine,clidinium,Moderate,New Adverse,CNS depression
643457,DB00412,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00372,rosiglitazone,thiethylperazine,Moderate,Synergism,Unknown
643517,DB00443,the metabolism of (.*) can be decreased when combined with (.*).,DB04868,betamethasone,nilotinib,Moderate,Synergism,Unknown
643562,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01195,granisetron,flecainide,Moderate,Synergism,Unknown
643572,DB00295,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00489,morphine,sotalol,Moderate,Synergism,Unknown
643574,DB06772,the metabolism of (.*) can be decreased when combined with (.*).,DB00641,cabazitaxel,simvastatin,Moderate,Synergism,Unknown
643600,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00887,dapagliflozin,bumetanide,Moderate,Antagonism,Unknown
643616,DB08882,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00294,linagliptin,etonogestrel,Moderate,Antagonism,Unknown
643624,DB01105,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00703,sibutramine,methazolamide,Moderate,Antagonism,Unknown
643652,DB01307,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00960,insulin detemir,pindolol,Moderate,Synergism,Unknown
643724,DB01307,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB02546,insulin detemir,vorinostat,Moderate,Antagonism,Unknown
643737,DB01577,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB06706,metamfetamine,isometheptene,Moderate,Synergism,Unknown
643951,DB01233,the risk or severity of sedation can be increased when (.*) is combined with (.*).,DB09034,metoclopramide,suvorexant,Moderate,New Adverse,Sedation
643956,DB09049,the serum concentration of (.*) can be increased when it is combined with (.*).,DB08865,naloxegol,crizotinib,Major,Synergism,Unknown
644128,DB00978,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11126,lomefloxacin,calcium gluconate,Moderate,Antagonism,Unknown
644382,DB00904,the metabolism of (.*) can be decreased when combined with (.*).,DB01059,ondansetron,norfloxacin,Moderate,Synergism,Unknown
644403,DB00704,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB14881,naltrexone,oliceridine,Major,Synergism,Unknown
644422,DB00359,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00046,sulfadiazine,insulin lispro,Moderate,Synergism,Unknown
644494,DB00451,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01592,levothyroxine,iron,Moderate,Antagonism,Unknown
644529,DB11718,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00889,encorafenib,granisetron,Moderate,Synergism,Unknown
644541,DB01132,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00779,pioglitazone,nalidixic acid,Moderate,Synergism,Unknown
